assembly	n_18S	n_28S	n_full_units	n_5S_units	n_5S_arrays	largest_5S_array	largest_5S_left	largest_5S_right	DJ_copy_eq	n_DJ_copies	n_arrays	n_arrays_ge2	n_arrays_ge10	largest_array	n_closed	units_in_closed	n_closed_DJ	n_periods	n_periods_identical	period_median	n_periods_outside_40_50kb	sides_contig_end	sides_gap	sides_flank	person	haplotype	method	version	phasing	source	censat_rdna_bp	group
HG02615_pat_hprc_r2_v1.0.1	80	75	50	87	1	87	flank	flank	4.861	5	32	22	0	9	1	1	1	48	0	44851.5	1	55	0	9	HG02615	pat	hifiasm	0.19.7	trio	hprc	2668379.0	hifiasm trio (0.19.7)
NA19682_hap1_hprc_r2_v1.0.1	164	158	138	49	1	49	flank	flank	4.04	4	30	24	7	15	1	9	1	134	2	44820.0	2	51	0	9	NA19682	hap1	hifiasm	0.19.9	hic	hprc	5583119.0	hifiasm Hi-C (0.19.8-9)
HG01150_mat_hprc_r2_v1.0.1	91	88	53	51	2	28	flank	gap	4.951	5	15	14	3	14	2	19	2	76	0	44888.0	7	20	0	10	HG01150	mat	hifiasm	0.19.9	trio	hprc	3153178.0	hifiasm trio (0.19.9)
NA18620_hap2_hprc_r2_v1.0.1	145	137	117	88	1	88	flank	flank	6.419	6	26	23	5	21	1	13	1	119	2	44917.0	0	38	2	12	NA18620	hap2	hifiasm	0.19.9	hic	hprc	5662741.0	hifiasm Hi-C (0.19.8-9)
NA18906_pat_hprc_r2_v1.0.1	147	142	111	96	1	96	flank	flank	5.097	5	42	32	2	16	2	8	2	105	0	44834.0	0	74	0	10	NA18906	pat	hifiasm	0.19.9	trio	hprc	5102423.0	hifiasm trio (0.19.9)
HG02984_mat_hprc_r2_v1.0.1	115	113	97	62	1	62	flank	flank	4.995	5	28	25	3	15	3	15	3	87	0	44326.0	1	46	0	10	HG02984	mat	hifiasm	0.19.9	trio	hprc	4333987.0	hifiasm trio (0.19.9)
NA18967_hap2_hprc_r2_v1.0.1	107	104	76	94	1	94	flank	flank	4.125	3	22	19	5	14	0	0	0	85	2	44931.0	0	36	2	6	NA18967	hap2	hifiasm	0.19.8	hic	hpp	3829007.0	hifiasm Hi-C (0.19.8-9)
HG03209_hap1_hprc_r2_v1.0.1	83	81	49	98	1	98	flank	flank	5.001	5	21	17	3	12	2	5	2	62	8	44848.0	4	32	0	10	HG03209	hap1	hifiasm	0.19.9	hic	hprc	2885199.0	hifiasm Hi-C (0.19.8-9)
HG01081_mat_hprc_r2_v1.0.1	163	160	111	79	1	79	flank	flank	4.984	5	31	27	4	23	0	0	0	132	0	44765.5	4	52	0	10	HG01081	mat	hifiasm	0.19.9	trio	hprc	6302311.0	hifiasm trio (0.19.9)
HG03470_hap1_hprc_r2_v1.0.1	265	261	236	80	1	80	flank	flank	4.045	4	37	36	9	34	1	6	1	228	2	44890.0	0	63	2	9	HG03470	hap1	hifiasm	0.19.9	hic	hprc	10368193.0	hifiasm Hi-C (0.19.8-9)
HG02083_pat_hprc_r2_v1.0.1	136	133	84	63	1	63	flank	flank	4.977	5	28	20	3	25	2	16	2	108	0	44931.0	1	45	1	10	HG02083	pat	hifiasm	0.19.7	trio	hprc	5302008.0	hifiasm trio (0.19.7)
HG03017_pat_hprc_r2_v1.0.1	174	166	136	77	1	77	flank	flank	5.01	5	26	23	6	25	0	0	0	148	0	44936.0	4	40	2	10	HG03017	pat	hifiasm	0.19.9	trio	hprc	6087084.0	hifiasm trio (0.19.9)
HG03583_hap1_hprc_r2_v1.0.1	125	123	99	88	1	88	flank	flank	7.137	7	29	23	5	16	2	12	2	96	0	44839.5	4	45	1	12	HG03583	hap1	hifiasm	0.19.9	hic	hprc	4150148.0	hifiasm Hi-C (0.19.8-9)
HG01969_mat_hprc_r2_v1.0.1	128	123	98	93	1	93	flank	flank	5.104	5	18	18	5	24	2	16	2	110	0	44810.0	0	24	2	10	HG01969	mat	hifiasm	0.19.9	trio	hprc	5142367.0	hifiasm trio (0.19.9)
NA18976_hap1_hprc_r2_v1.0.1	108	101	72	74	1	74	flank	flank	2.963	3	26	24	2	12	1	8	1	82	0	44853.0	0	44	0	8	NA18976	hap1	hifiasm	0.19.9	hic	hprc	3961439.0	hifiasm Hi-C (0.19.8-9)
HG00232_hap1_hprc_r2_v1.0.1	89	83	64	132	1	132	flank	flank	5.767	6	24	22	2	15	1	5	1	65	0	44856.0	2	36	0	12	HG00232	hap1	hifiasm	0.19.9	hic	hprc	3171120.0	hifiasm Hi-C (0.19.8-9)
NA19468_hap1_hprc_r2_v1.0.1	150	143	112	35	1	35	flank	flank	3.057	3	29	27	5	13	2	12	2	121	0	44857.0	2	50	0	8	NA19468	hap1	hifiasm	0.19.9	hic	hprc	5323322.0	hifiasm Hi-C (0.19.8-9)
HG01978_pat_hprc_r2_v1.1.0	149	146	66	81	1	81	flank	flank	5.237	5	34	26	4	19	0	0	0	115	0	44274.0	1	58	0	10	HG01978	pat	hifiasm	0.19.9	trio	hprc	5416516.0	hifiasm trio (0.19.9)
NA18879_hap1_hprc_r2_v1.0.1	159	154	126	99	1	99	flank	flank	4.973	5	26	23	8	15	2	23	2	133	3	44731.0	2	40	0	12	NA18879	hap1	hifiasm	0.19.9	hic	hprc	5611011.0	hifiasm Hi-C (0.19.8-9)
HG02698_pat_hprc_r2_v1.0.1	133	127	110	68	1	68	flank	flank	4.995	5	31	29	3	12	0	0	0	102	0	44790.5	0	52	0	10	HG02698	pat	hifiasm	0.19.7	trio	hprc	4835791.0	hifiasm trio (0.19.7)
NA19338_hap2_hprc_r2_v1.0.1	101	94	84	120	1	120	flank	flank	4.964	5	22	21	2	16	1	16	1	79	0	44847.0	1	34	0	10	NA19338	hap2	hifiasm	0.19.9	hic	hprc	3911934.0	hifiasm Hi-C (0.19.8-9)
NA21309_mat_hprc_r2_v1.0.1	99	98	76	98	1	98	flank	flank	5.232	5	30	22	1	13	0	0	0	69	0	44950.0	0	48	2	10	NA21309	mat	hifiasm	0.19.9	trio	hprc	3409822.0	hifiasm trio (0.19.9)
HG02056_mat_hprc_r2_v1.0.1	88	86	48	86	1	86	flank	flank	4.079	4	25	19	0	8	2	11	2	63	0	44830.0	9	41	0	9	HG02056	mat	hifiasm	0.19.7	trio	hprc	2877829.0	hifiasm trio (0.19.7)
HG02559_mat_hprc_r2_v1.0.1	99	94	61	89	1	89	flank	flank	5.171	5	34	23	1	12	1	12	1	65	2	44252.0	0	58	0	10	HG02559	mat	hifiasm	0.19.7	trio	hprc	3501669.0	hifiasm trio (0.19.7)
NA21102_hap1_hprc_r2_v1.0.1	129	125	97	110	1	110	flank	flank	4.205	4	31	26	3	16	0	0	0	98	0	44506.0	6	51	0	11	NA21102	hap1	hifiasm	0.19.9	hic	hprc	4685514.0	hifiasm Hi-C (0.19.8-9)
NA21144_hap1_hprc_r2_v1.0.1	174	165	120	98	1	98	flank	flank	6.753	7	34	30	4	19	1	12	1	140	0	44780.5	12	55	3	10	NA21144	hap1	hifiasm	0.19.9	hic	hprc	6526995.0	hifiasm Hi-C (0.19.8-9)
HG03784_hap1_hprc_r2_v1.0.1	151	148	107	95	1	95	flank	flank	4.004	4	38	31	4	14	1	11	1	113	3	44823.0	3	63	4	9	HG03784	hap1	hifiasm	0.19.9	hic	hprc	5140488.0	hifiasm Hi-C (0.19.8-9)
HG02015_pat_hprc_r2_v1.0.1	154	150	85	110	1	110	flank	flank	4.999	5	60	42	0	7	0	0	0	94	0	44817.5	3	110	0	10	HG02015	pat	hifiasm	0.19.7	trio	hprc	4804615.0	hifiasm trio (0.19.7)
HG02886_mat_hprc_r2_v1.0.1	144	136	106	95	2	88	flank	flank	4.946	5	53	30	2	16	0	0	0	91	0	44839.0	0	96	0	10	HG02886	mat	hifiasm	0.19.7	trio	hprc	4681205.0	hifiasm trio (0.19.7)
HG02071_pat_hprc_r2_v1.0.1	146	138	78	55	1	55	flank	flank	4.993	5	44	38	1	11	0	0	0	102	0	44836.0	2	76	0	12	HG02071	pat	hifiasm	0.19.9	trio	hprc	4694484.0	hifiasm trio (0.19.9)
NA19185_hap2_hprc_r2_v1.0.1	120	116	108	68	1	68	flank	flank	5.942	6	25	18	3	24	2	32	2	95	4	44243.0	0	37	2	11	NA19185	hap2	hifiasm	0.19.9	hic	hprc	4223044.0	hifiasm Hi-C (0.19.8-9)
NA18608_hap1_hprc_r2_v1.0.1	125	119	86	75	1	75	flank	flank	7.882	8	25	22	4	13	0	0	0	100	0	44814.5	8	35	2	13	NA18608	hap1	hifiasm	0.19.9	hic	hprc	4422351.0	hifiasm Hi-C (0.19.8-9)
NA19682_hap2_hprc_r2_v1.0.1	160	159	140	81	1	81	flank	flank	6.033	6	33	27	2	17	0	0	0	127	4	44856.0	3	51	5	10	NA19682	hap2	hifiasm	0.19.9	hic	hprc	5993982.0	hifiasm Hi-C (0.19.8-9)
HG01960_mat_hprc_r2_v1.0.1	133	125	86	58	1	58	flank	flank	4.996	5	40	30	2	15	0	0	0	93	0	44389.0	3	70	0	10	HG01960	mat	hifiasm	0.19.9	trio	hprc	4265190.0	hifiasm trio (0.19.9)
HG01884_pat_hprc_r2_v1.0.1	126	122	83	103	1	103	flank	flank	4.886	5	46	30	1	12	1	6	1	80	0	44906.0	2	82	0	10	HG01884	pat	hifiasm	0.19.7	trio	hprc	4186981.0	hifiasm trio (0.19.7)
HG04115_mat_hprc_r2_v1.0.1	126	118	87	65	1	65	flank	flank	5.047	5	37	29	1	15	1	5	1	89	0	44912.0	3	63	0	11	HG04115	mat	hifiasm	0.19.7	trio	hprc	4479889.0	hifiasm trio (0.19.7)
NA18620_hap1_hprc_r2_v1.0.1	174	169	137	91	1	91	flank	flank	3.954	4	32	29	7	26	0	0	0	142	2	44837.0	1	52	4	8	NA18620	hap1	hifiasm	0.19.9	hic	hprc	6324393.0	hifiasm Hi-C (0.19.8-9)
NA19700_hap2_hprc_r2_v1.0.1	130	122	102	88	1	88	flank	flank	4.073	4	24	22	2	20	0	0	0	106	0	44849.0	6	40	0	8	NA19700	hap2	hifiasm	0.19.9	hic	hprc	4725387.0	hifiasm Hi-C (0.19.8-9)
HG00544_mat_hprc_r2_v1.0.1	104	94	72	48	1	48	flank	flank	4.943	4	23	19	3	18	1	2	1	81	0	44888.0	5	36	0	10	HG00544	mat	hifiasm	0.19.9	trio	hprc	3892444.0	hifiasm trio (0.19.9)
HG03654_mat_hprc_r2_v1.0.1	111	101	78	78	1	78	flank	flank	5.059	5	36	31	0	8	1	4	1	75	0	45002.0	1	62	0	10	HG03654	mat	hifiasm	0.19.7	trio	hprc	3751429.0	hifiasm trio (0.19.7)
NA18967_hap1_hprc_r2_v1.0.1	81	74	58	67	1	67	flank	flank	7.129	8	15	11	3	17	4	28	4	66	2	44891.5	1	18	1	11	NA18967	hap1	hifiasm	0.19.8	hic	hpp	3175914.0	hifiasm Hi-C (0.19.8-9)
HG00642_mat_hprc_r2_v1.0.1	93	89	71	123	1	123	flank	flank	4.617	5	21	16	2	14	4	39	4	72	2	44828.5	2	32	0	10	HG00642	mat	hifiasm	0.19.7	trio	hprc	3538765.0	hifiasm trio (0.19.7)
HG03209_hap2_hprc_r2_v1.0.1	91	87	62	73	1	73	flank	flank	4.888	5	20	16	2	11	1	1	1	71	0	44894.0	10	30	0	10	HG03209	hap2	hifiasm	0.19.9	hic	hprc	2702360.0	hifiasm Hi-C (0.19.8-9)
HG03540_mat_hprc_r2_v1.0.1	147	145	112	143	1	143	flank	flank	5.062	5	47	35	0	8	1	8	1	100	0	44258.0	2	84	0	10	HG03540	mat	hifiasm	0.19.7	trio	hprc	4989729.0	hifiasm trio (0.19.7)
HG00232_hap2_hprc_r2_v1.0.1	76	69	62	100	1	100	flank	flank	4.945	5	21	17	0	9	3	18	3	55	2	44859.0	0	30	0	12	HG00232	hap2	hifiasm	0.19.9	hic	hprc	2764567.0	hifiasm Hi-C (0.19.8-9)
NA18976_hap2_hprc_r2_v1.0.1	100	91	72	71	1	71	flank	flank	6.868	7	21	20	2	12	2	16	2	79	0	44816.0	6	30	0	12	NA18976	hap2	hifiasm	0.19.9	hic	hprc	3471800.0	hifiasm Hi-C (0.19.8-9)
HG01361_pat_hprc_r2_v1.0.1	109	109	64	61	1	61	flank	flank	4.988	5	28	21	2	15	1	7	1	81	0	44822.0	11	45	1	10	HG01361	pat	hifiasm	0.19.9	trio	hprc	3739110.0	hifiasm trio (0.19.9)
NA19468_hap2_hprc_r2_v1.0.1	144	137	112	78	1	78	flank	flank	6.777	7	23	23	3	17	3	18	3	121	0	44861.0	1	32	2	12	NA19468	hap2	hifiasm	0.19.9	hic	hprc	5651805.0	hifiasm Hi-C (0.19.8-9)
NA19338_hap1_hprc_r2_v1.0.1	96	96	90	84	1	84	flank	flank	4.008	4	23	20	2	16	3	34	3	73	2	44914.0	0	33	4	9	NA19338	hap1	hifiasm	0.19.9	hic	hprc	3844228.0	hifiasm Hi-C (0.19.8-9)
NA18879_hap2_hprc_r2_v1.0.1	158	153	123	58	1	58	flank	flank	3.935	4	35	30	4	21	1	10	1	123	0	44866.0	3	60	1	9	NA18879	hap2	hifiasm	0.19.9	hic	hprc	5360926.0	hifiasm Hi-C (0.19.8-9)
HG03688_pat_hprc_r2_v1.0.1	53	47	31	118	1	118	flank	flank	4.951	5	19	16	0	6	2	6	2	34	0	44973.5	1	28	0	10	HG03688	pat	hifiasm	0.19.7	trio	hprc	1743505.0	hifiasm trio (0.19.7)
HG03470_hap2_hprc_r2_v1.0.1	194	192	170	155	1	155	flank	flank	5.95	6	32	30	5	29	1	5	1	162	2	44884.5	1	54	0	10	HG03470	hap2	hifiasm	0.19.9	hic	hprc	6076574.0	hifiasm Hi-C (0.19.8-9)
HG01346_mat_hprc_r2_v1.0.1	86	83	60	107	1	107	flank	flank	5.022	5	31	20	0	8	1	2	1	55	0	44890.0	1	52	0	10	HG01346	mat	hifiasm	0.19.7	trio	hprc	2797054.0	hifiasm trio (0.19.7)
HG02717_pat_hprc_r2_v1.0.1	114	107	69	57	1	57	flank	flank	5.046	5	42	29	0	8	0	0	0	72	0	44249.0	0	74	0	10	HG02717	pat	hifiasm	0.19.9	trio	hprc	3689255.0	hifiasm trio (0.19.9)
HG03583_hap2_hprc_r2_v1.0.1	102	96	80	83	1	83	flank	flank	3.003	3	19	14	4	13	1	9	1	83	0	44852.0	1	29	1	8	HG03583	hap2	hifiasm	0.19.9	hic	hprc	3986524.0	hifiasm Hi-C (0.19.8-9)
HG02293_mat_hprc_r2_v1.0.1	120	114	90	68	1	68	flank	flank	5.016	5	34	27	2	12	2	23	2	86	0	44870.0	2	59	0	9	HG02293	mat	hifiasm	0.19.7	trio	hprc	4383749.0	hifiasm trio (0.19.7)
HG02922_hap1_hprc_r2_v1.0.1	205	202	148	83	1	83	flank	flank	7.466	7	46	38	6	18	2	24	2	159	4	44326.0	1	78	1	13	HG02922	hap1	hifiasm	0.19.9	hic	hprc	7685958.0	hifiasm Hi-C (0.19.8-9)
HG01192_pat_hprc_r2_v1.0.1	106	102	80	87	1	87	flank	flank	5.047	5	35	26	1	12	1	7	1	71	0	44874.0	0	60	0	10	HG01192	pat	hifiasm	0.19.7	trio	hprc	3578339.0	hifiasm trio (0.19.7)
HG03225_hap2_hprc_r2_v1.0.1	189	185	152	71	1	71	flank	flank	3.981	4	51	44	2	11	0	0	0	138	0	44885.0	5	87	6	9	HG03225	hap2	hifiasm	0.19.9	hic	hprc	6891882.0	hifiasm Hi-C (0.19.8-9)
HG01099_pat_hprc_r2_v1.0.1	102	101	75	60	1	60	flank	flank	4.324	4	28	21	1	21	0	0	0	74	0	44309.0	3	44	2	10	HG01099	pat	hifiasm	0.19.7	trio	hprc	3513078.0	hifiasm trio (0.19.7)
NA20806_hap1_hprc_r2_v1.0.1	12	8	6	69	1	69	flank	flank	3.08	3	8	3	0	3	0	0	0	4	0	44513.0	0	2	6	8	NA20806	hap1	verkko	2.2.1	hic	hpp	481643.0	Verkko
NA18945_hap2_hprc_r2_v1.0.1	66	62	52	82	1	82	flank	flank	3.249	3	16	12	0	8	1	8	1	50	0	44959.5	1	22	2	8	NA18945	hap2	hifiasm	0.19.8	hic	hpp	2282531.0	hifiasm Hi-C (0.19.8-9)
HG02258_pat_hprc_r2_v1.0.1	95	92	77	100	1	100	flank	flank	4.904	5	17	14	4	19	1	16	1	78	0	44803.5	1	24	0	10	HG02258	pat	hifiasm	0.19.7	trio	hprc	3771273.0	hifiasm trio (0.19.7)
HG04204_mat_hprc_r2_v1.0.1	115	112	76	59	2	38	flank	contig_end	4.915	5	43	26	0	9	1	5	1	72	0	44888.0	0	77	0	9	HG04204	mat	hifiasm	0.19.9	trio	hprc	3880174.0	hifiasm trio (0.19.9)
HG02004_mat_hprc_r2_v1.0.1	87	78	60	138	1	138	flank	flank	4.679	4	28	18	0	9	1	2	1	59	0	44874.0	5	44	2	10	HG02004	mat	hifiasm	0.19.7	trio	hprc	3014585.0	hifiasm trio (0.19.7)
HG04160_pat_hprc_r2_v1.0.1	84	79	62	75	1	75	flank	flank	5.104	5	32	22	1	13	3	20	3	52	0	44848.5	0	54	0	10	HG04160	pat	hifiasm	0.19.9	trio	hprc	2288754.0	hifiasm trio (0.19.9)
NA18522_hap1_hprc_r2_v1.0.1	130	125	91	84	1	84	flank	flank	5.999	6	30	22	4	17	0	0	0	100	0	44811.0	0	49	0	11	NA18522	hap1	hifiasm	0.19.9	hic	hprc	4876582.0	hifiasm Hi-C (0.19.8-9)
HG02074_pat_hprc_r2_v1.0.1	158	155	88	97	1	97	flank	flank	5.159	5	60	41	1	10	0	0	0	98	0	44816.5	8	109	2	9	HG02074	pat	hifiasm	0.19.9	trio	hprc	4907908.0	hifiasm trio (0.19.9)
HG02735_mat_hprc_r2_v1.0.1	190	190	123	88	1	88	flank	flank	5.051	5	56	42	3	13	0	0	0	134	0	44138.5	3	102	0	10	HG02735	mat	hifiasm	0.19.9	trio	hprc	6284585.0	hifiasm trio (0.19.9)
HG02109_pat_hprc_r2_v1.0.1	111	110	67	137	1	137	flank	flank	3.997	4	42	29	0	7	1	7	1	69	0	44319.0	0	74	0	10	HG02109	pat	hifiasm	0.19.9	trio	hprc	3471737.0	hifiasm trio (0.19.9)
HG02155_hap1_hprc_r2_v1.0.1	162	157	116	102	1	102	flank	flank	5.827	6	33	30	5	14	2	6	2	129	0	44792.0	1	53	2	11	HG02155	hap1	hifiasm	0.19.9	hic	hprc	6073182.0	hifiasm Hi-C (0.19.8-9)
HG01934_pat_hprc_r2_v1.0.1	117	105	77	98	1	98	flank	flank	4.929	5	36	27	1	16	0	0	0	81	0	44841.0	0	62	0	10	HG01934	pat	hifiasm	0.19.9	trio	hprc	4085730.0	hifiasm trio (0.19.9)
HG03486_mat_hprc_r2_v1.0.1	97	90	60	50	1	50	flank	flank	5.104	5	34	23	0	9	1	7	1	63	0	44325.0	5	58	0	10	HG03486	mat	hifiasm	0.19.9	trio	hprc	3204118.0	hifiasm trio (0.19.9)
NA21106_hap1_hprc_r2_v1.0.1	127	125	108	128	1	128	flank	flank	3.704	4	22	18	4	20	1	1	1	105	0	44803.0	2	36	0	8	NA21106	hap1	hifiasm	0.19.9	hic	hprc	4655213.0	hifiasm Hi-C (0.19.8-9)
HG02451_pat_hprc_r2_v1.0.1	138	138	94	230	1	230	flank	flank	5.033	5	33	26	2	14	3	27	3	105	2	44265.0	1	56	0	10	HG02451	pat	hifiasm	0.19.7	trio	hprc	5252322.0	hifiasm trio (0.19.7)
HG02055_pat_hprc_r2_v1.0.1	140	138	105	71	1	71	flank	flank	5.021	5	42	32	0	9	0	0	0	98	0	44778.5	1	76	0	8	HG02055	pat	hifiasm	0.19.9	trio	hprc	4627395.0	hifiasm trio (0.19.9)
HG03669_pat_hprc_r2_v1.0.1	129	125	78	71	1	71	flank	flank	5.132	5	57	36	0	8	2	12	2	72	2	44769.5	0	104	0	10	HG03669	pat	hifiasm	0.19.7	trio	hprc	3431436.0	hifiasm trio (0.19.7)
NA21093_hap1_hprc_r2_v1.0.1	114	110	75	175	1	175	flank	flank	4.362	4	25	23	1	13	0	0	0	89	0	44684.0	7	42	2	6	NA21093	hap1	hifiasm	0.19.9	hic	hprc	4357566.0	hifiasm Hi-C (0.19.8-9)
HG01243_pat_hprc_r2_v1.0.1	145	140	118	163	1	163	flank	flank	4.966	5	37	27	3	14	0	0	0	108	0	44853.0	5	64	0	10	HG01243	pat	hifiasm	0.19.9	trio	hprc	5431849.0	hifiasm trio (0.19.9)
HG00658_mat_hprc_r2_v1.0.1	61	61	50	102	1	102	flank	flank	4.981	5	13	11	1	13	2	5	2	48	0	44828.5	1	16	0	10	HG00658	mat	hifiasm	0.19.9	trio	hprc	2176625.0	hifiasm trio (0.19.9)
HG02486_pat_hprc_r2_v1.0.1	79	73	52	91	1	91	flank	flank	5.129	5	23	18	1	12	1	6	1	56	0	44274.0	1	36	0	10	HG02486	pat	hifiasm	0.19.7	trio	hprc	2832555.0	hifiasm trio (0.19.7)
HG06807_pat_v1	27	26	16	101	1	101	flank	flank	4.971	5	6	5	1	13	2	19	2	21	0	44860.0	5	0	4	8	HG06807	pat	verkko	2	trio	extramural		reference
HG00423_mat_hprc_r2_v1.0.1	98	90	63	104	1	104	flank	flank	4.994	5	29	22	1	12	1	2	1	69	0	44951.0	2	46	2	10	HG00423	mat	hifiasm	0.19.9	trio	hprc	3225762.0	hifiasm trio (0.19.9)
HG03041_pat_hprc_r2_v1.0.1	113	110	90	115	1	115	flank	flank	3.99	4	27	24	3	13	0	0	0	86	2	44274.5	3	43	2	9	HG03041	pat	hifiasm	0.19.9	trio	hprc	4236821.0	hifiasm trio (0.19.9)
HG01993_mat_hprc_r2_v1.0.1	155	149	110	100	1	100	flank	flank	5.013	5	35	30	2	26	0	0	0	120	2	44788.0	3	57	3	10	HG01993	mat	hifiasm	0.19.7	trio	hprc	5666325.0	hifiasm trio (0.19.7)
NA19043_hap1_hprc_r2_v1.0.1	76	74	66	105	1	105	flank	flank	5.121	5	21	13	2	13	2	17	2	55	2	44910.0	2	30	0	12	NA19043	hap1	hifiasm	0.19.9	hic	hprc	2879533.0	hifiasm Hi-C (0.19.8-9)
HG00558_pat_hprc_r2_v1.0.1	105	99	73	77	1	77	flank	flank	4.913	5	25	20	2	22	2	27	2	80	0	44828.5	3	40	0	10	HG00558	pat	hifiasm	0.19.9	trio	hprc	3419050.0	hifiasm trio (0.19.9)
NA18974_hap1_hprc_r2_v1.0.1	153	142	97	89	1	89	flank	flank	4.941	5	44	31	3	11	1	9	1	109	0	44939.0	3	76	1	11	NA18974	hap1	hifiasm	0.19.9	hic	hprc	5315903.0	hifiasm Hi-C (0.19.8-9)
HG02738_mat_hprc_r2_v1.0.1	98	94	71	78	1	78	flank	flank	5.266	5	20	18	3	15	1	5	1	78	0	44886.0	1	30	0	10	HG02738	mat	hifiasm	0.19.7	trio	hprc	3628152.0	hifiasm trio (0.19.7)
HG02273_hap1_hprc_r2_v1.0.1	155	154	123	84	1	84	flank	flank	5.088	5	25	22	5	21	1	4	1	130	0	44889.5	2	40	2	8	HG02273	hap1	hifiasm	0.19.9	hic	hprc	6231810.0	hifiasm Hi-C (0.19.8-9)
HG01981_mat_hprc_r2_v1.0.1	125	121	84	78	1	78	flank	flank	4.095	4	40	32	1	15	2	21	1	85	0	44794.0	1	70	0	10	HG01981	mat	hifiasm	0.19.7	trio	hprc	4281473.0	hifiasm trio (0.19.7)
HG01496_mat_hprc_r2_v1.0.1	79	72	50	74	1	74	flank	flank	4.914	5	14	10	3	20	2	32	2	65	0	44895.0	1	18	0	10	HG01496	mat	hifiasm	0.19.7	trio	hprc	3087586.0	hifiasm trio (0.19.7)
NA18943_hap1_hprc_r2_v1.0.1	104	98	80	55	1	55	flank	flank	5.847	6	17	14	4	23	4	26	4	87	0	44826.0	0	22	1	11	NA18943	hap1	hifiasm	0.19.8	hic	hpp	3974466.0	hifiasm Hi-C (0.19.8-9)
HG01530_hap2_hprc_r2_v1.0.1	102	98	61	68	1	68	flank	flank	6.112	6	25	20	2	12	1	7	1	77	0	44413.0	2	39	0	11	HG01530	hap2	hifiasm	0.19.9	hic	hprc	3733592.0	hifiasm Hi-C (0.19.8-9)
HG04228_mat_hprc_r2_v1.0.1	49	48	24	159	1	159	flank	flank	5.054	5	16	10	1	13	2	6	2	33	0	45246.0	4	22	0	10	HG04228	mat	hifiasm	0.19.9	trio	hprc	1821161.0	hifiasm trio (0.19.9)
NA18952_hap2_hprc_r2_v1.0.1	101	96	80	79	1	79	flank	flank	4.259	4	24	20	2	14	0	0	0	77	0	44756.0	0	37	1	10	NA18952	hap2	hifiasm	0.19.9	hic	hprc	3204583.0	hifiasm Hi-C (0.19.8-9)
HG00320_hap1_hprc_r2_v1.0.1	156	147	104	59	1	59	flank	flank	6.525	7	31	30	2	15	2	17	2	125	0	44920.0	2	48	1	13	HG00320	hap1	hifiasm	0.19.9	hic	hprc	5954499.0	hifiasm Hi-C (0.19.8-9)
HG02391_hap2_hprc_r2_v1.0.1	210	206	175	91	1	91	flank	flank	4.969	5	28	24	7	50	0	0	0	182	0	44848.0	7	46	0	10	HG02391	hap2	hifiasm	0.19.9	hic	hprc	8413825.0	hifiasm Hi-C (0.19.8-9)
HG02514_mat_hprc_r2_v1.0.1	103	99	67	94	1	94	flank	flank	4.997	5	26	23	1	23	1	4	1	77	0	44335.0	9	42	0	10	HG02514	mat	hifiasm	0.19.9	trio	hprc	3841526.0	hifiasm trio (0.19.9)
HG00609_pat_hprc_r2_v1.0.1	103	100	56	60	1	60	flank	flank	5.031	5	38	23	2	12	0	0	0	65	0	44879.0	4	67	0	9	HG00609	pat	hifiasm	0.19.7	trio	hprc	3236333.0	hifiasm trio (0.19.7)
NA20282_hap2_hprc_r2_v1.0.1	104	102	78	110	1	110	flank	flank	4.045	4	20	18	2	18	2	8	2	84	2	44852.0	9	29	2	9	NA20282	hap2	hifiasm	0.19.9	hic	hprc	3570037.0	hifiasm Hi-C (0.19.8-9)
HG00741_mat_hprc_r2_v1.0.1	88	82	67	57	1	57	flank	flank	4.972	5	25	17	2	16	1	10	1	63	2	44865.0	2	40	0	10	HG00741	mat	hifiasm	0.19.7	trio	hprc	3059070.0	hifiasm trio (0.19.7)
NA19391_hap1_hprc_r2_v1.0.1	119	121	84	178	1	178	flank	flank	6.043	6	28	23	4	13	1	1	1	91	2	44453.0	3	45	0	11	NA19391	hap1	hifiasm	0.19.9	hic	hprc	3788162.0	hifiasm Hi-C (0.19.8-9)
HG01106_mat_hprc_r2_v1.0.1	84	82	51	113	1	113	flank	flank	5.219	5	33	23	0	7	0	0	0	51	0	44906.0	3	56	0	10	HG01106	mat	hifiasm	0.19.7	trio	hprc	2645276.0	hifiasm trio (0.19.7)
NA20346_hap2_hprc_r2_v1.0.1	209	198	147	38	1	38	flank	flank	4.022	4	51	45	4	16	2	18	2	158	2	44885.0	14	92	2	8	NA20346	hap2	hifiasm	0.19.9	hic	hprc	7023631.0	hifiasm Hi-C (0.19.8-9)
HG04184_pat_hprc_r2_v1.0.1	125	118	60	29	1	29	flank	flank	5.05	5	47	32	1	10	0	0	0	78	2	44899.0	2	84	0	10	HG04184	pat	hifiasm	0.19.7	trio	hprc	4121450.0	hifiasm trio (0.19.7)
HG04187_mat_hprc_r2_v1.0.1	149	144	105	105	1	105	flank	flank	4.978	5	55	42	2	10	0	0	0	94	0	44786.0	1	100	0	10	HG04187	mat	hifiasm	0.19.9	trio	hprc	4912027.0	hifiasm trio (0.19.9)
HG01252_mat_hprc_r2_v1.0.1	119	115	98	68	1	68	flank	flank	5.072	5	21	17	4	14	1	7	1	98	0	44900.0	1	31	1	10	HG01252	mat	hifiasm	0.19.9	trio	hprc	4777232.0	hifiasm trio (0.19.9)
