assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
HG03804_pat_hprc_r2_v1.0.1	ok	36	91267168	20346138	32.4	76889930	84884910	3911146	858884	20	1	5	0	True	HG03804#1#JBHIGQ010000025.1	1	chain_both_flanks	HG03804#1#JBHIGQ010000012.1	87179349-87438233	HG03804#1#JBHIGQ010000012.1:87021011-87179349(+,158273bp)	HG03804#1#JBHIGQ010000012.1:87438233-87637866(+,199589bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 67625 bp)
HG03942_pat_hprc_r2_v1.0.1	ok	48	78843989	18440222	25.7	73922154	67534340	8684923	724834	18	1	6	0	True	HG03942#1#JBHIGS010000015.1,HG03942#1#JBHIGS010000039.1,HG03942#1#JBHIGS010000045.1,HG03942#1#JBHIGS010000082.1	4	chain_both_flanks	HG03942#1#JBHIGS010000022.1	113121247-113246081	HG03942#1#JBHIGS010000022.1:112962951-113121247(+,158184bp)	HG03942#1#JBHIGS010000022.1:113246081-113445731(+,199596bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 8839278 bp)
HG04157_pat_hprc_r2_v1.0.1	ok	37	77159130	18802491	27.2	71917525	65368980	9054670	720203	13	6	4	0	True	HG04157#1#JBHIGU010000028.1,HG04157#1#JBHIGU010000044.1	2	chain_both_flanks	HG04157#1#CM088412.1	231482930-231603133	HG04157#1#CM088412.1:231324579-231482930(+,158321bp)	HG04157#1#CM088412.1:231603133-231803560(+,199517bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 7680862 bp)
HG04160_pat_hprc_r2_v1.0.1	ok	46	103502062	25865546	43.1	77118532	99024213	1692932	769640	24	7	7	1	True	HG04160#1#JBHIGW010000036.1	1	chain_both_flanks	HG04160#1#CM088423.1	226841196-227010836	HG04160#1#CM088423.1:226682931-226841196(+,158188bp)	HG04160#1#CM088423.1:227010836-227211144(+,199472bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 105856 bp)
HG04204_pat_hprc_r2_v1.0.1	ok	38	82481734	18679199	3.2	81515021	75872271	3739327	854859	13	1	4	0	False		0	chain_flanks_split_contigs			HG04204#1#JBHIGY010000007.1:89906949-90065205(+,158161bp)	HG04204#1#JBHIGY010000070.1:166086-365683(+,199508bp)	5S lift partial: chain_flanks_split_contigs
HG04228_pat_hprc_r2_v1.0.1	ok	39	88826644	21178834	20.7	75698708	80591200	5513395	706772	13	2	5	0	True	HG04228#1#JBHIHA010000028.1,HG04228#1#JBHIHA010000037.1,HG04228#1#JBHIHA010000083.1	3	chain_both_flanks	HG04228#1#CM088477.1	224485394-224592166	HG04228#1#CM088477.1:224327039-224485394(+,158235bp)	HG04228#1#CM088477.1:224592166-224791775(+,199567bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 3371656 bp)
HG00706_pat_hprc_r2_v1.0.1	ok	42	95017080	21460458	40.1	93159806	81420244	10812486	769073	17	0	7	0	True	HG00706#1#JBJXWD010000080.1,HG00706#1#JBJXWD010000089.1	2	chain_both_flanks	HG00706#1#JBJXWD010000047.1	222976900-223145973	HG00706#1#JBJXWD010000047.1:222818607-222976900(+,158243bp)	HG00706#1#JBJXWD010000047.1:223145973-223346312(+,199473bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 658053 bp)
HG03816_pat_hprc_r2_v1.0.1	ok	41	95291983	20846524	39.2	82370168	86533019	6464613	682123	16	0	3	1	True	HG03816#1#JBJXWF010000067.1	1	chain_both_flanks	HG03816#1#JBJXWF010000050.1	97084780-97166903	HG03816#1#JBJXWF010000050.1:96927613-97084780(+,157036bp)	HG03816#1#JBJXWF010000050.1:97166903-97366967(+,199472bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 915773 bp)
HG00423_pat_hprc_r2_v1.0.1	ok	25	80534345	17538397	0.5	65389997	77381586	587534	952996	14	1	3	0	False		0	chain_both_flanks	HG00423#1#JBHIIO010000010.1	86316967-86669963	HG00423#1#JBHIIO010000010.1:86158652-86316967(+,158229bp)	HG00423#1#JBHIIO010000010.1:86669963-86870327(+,199532bp)	
HG00544_pat_hprc_r2_v1.0.1	ok	29	74797977	16332558	2.3	72996484	67498424	4951242	736083	12	1	3	0	False		0	chain_both_flanks	HG00544#1#CM089370.1	223991232-224127315	HG00544#1#CM089370.1:223832942-223991232(+,158226bp)	HG00544#1#CM089370.1:224127315-224326972(+,199580bp)	
HG01943_pat_hprc_r2_v1.0.1	ok	42	71245467	17387766	29.5	65336612	64248003	4181458	800729	10	3	0	0	True	HG01943#1#JBHIIK010000044.1,HG01943#1#JBHIIK010000062.1,HG01943#1#JBHIIK010000085.1,HG01943#1#JBHIIK010000108.1	4	chain_both_flanks	HG01943#1#JBHIIK010000077.1	83978758-84179487	HG01943#1#JBHIIK010000077.1:83820442-83978758(+,158216bp)	HG01943#1#JBHIIK010000077.1:84179487-84379836(+,199494bp)	4 unplaced contig(s) without CenSat rDNA label added by tile screen (17 screened, 9651787 bp)
HG02735_pat_hprc_r2_v1.0.1	ok	58	89140513	20510987	42.2	86164723	74651781	11592051	881404	16	2	5	0	True	HG02735#1#JBHIII010000037.1,HG02735#1#JBHIII010000071.1,HG02735#1#JBHIII010000088.1	3	chain_both_flanks	HG02735#1#CM089327.1	228755546-229036950	HG02735#1#CM089327.1:228597224-228755546(+,158218bp)	HG02735#1#CM089327.1:229036950-229237298(+,199487bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 608707 bp)
HG03225_hap1_hprc_r2_v1.0.1	ok	49	97055392	21198970	19.2	83328710	85218763	8955581	865780	20	0	7	0	True	HG03225#1#JBHIIG010000029.1,HG03225#1#JBHIIG010000071.1,HG03225#1#JBHIIG010000075.1	3	chain_both_flanks	HG03225#1#CM089298.1	226788033-227053813	HG03225#1#CM089298.1:226629727-226788033(+,158234bp)	HG03225#1#CM089298.1:227053813-227253912(+,199366bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 200732 bp)
NA19159_hap1_hprc_r2_v1.0.1	ok	45	86988518	18334856	18.6	85161218	74039346	10567234	769711	19	0	5	1	True	NA19159#1#JBJXQL010000036.1	1	chain_both_flanks	NA19159#1#CM099939.1	231870206-232039917	NA19159#1#CM099939.1:231711842-231870206(+,158217bp)	NA19159#1#CM099939.1:232039917-232239967(+,199357bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3214569 bp)
HG00126_hap1_hprc_r2_v1.0.1	ok	43	108368172	26172118	33.4	94453930	100393757	5183281	775857	19	3	7	0	True	HG00126#1#JBHIKU010000070.1	1	chain_both_flanks	HG00126#1#CM090108.1	227054768-227230625	HG00126#1#CM090108.1:226896455-227054768(+,158213bp)	HG00126#1#CM090108.1:227230625-227431134(+,199491bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 755620 bp)
HG00128_hap1_hprc_r2_v1.0.1	ok	45	99859216	22450345	30.3	90057905	94043191	3375890	827907	17	2	7	0	True	HG00128#1#JBHIKS010000025.1,HG00128#1#JBHIKS010000034.1,HG00128#1#JBHIKS010000035.1,HG00128#1#JBHIKS010000036.1,HG00128#1#JBHIKS010000062.1	5	chain_both_flanks	HG00128#1#JBHIKS010000054.1	84270524-84498431	HG00128#1#JBHIKS010000054.1:84112227-84270524(+,158205bp)	HG00128#1#JBHIKS010000054.1:84498431-84698682(+,199516bp)	5 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 368955 bp)
HG00133_hap1_hprc_r2_v1.0.1	ok	30	84765536	19334197	4.2	83873601	76811281	5501011	841016	13	2	3	0	False		0	chain_both_flanks	HG00133#1#CM090045.1	222803992-223045008	HG00133#1#CM090045.1:222645656-222803992(+,158290bp)	HG00133#1#CM090045.1:223045008-223244638(+,199579bp)	
HG00146_hap1_hprc_r2_v1.0.1	ok	51	110046384	28361554	28.0	72405449	96233357	11397670	803129	23	5	8	0	True	HG00146#1#JBHIKO010000089.1,HG00146#1#JBHIKO010000097.1	2	chain_both_flanks	HG00146#1#JBHIKO010000002.1	89095236-89298365	HG00146#1#JBHIKO010000002.1:88936884-89095236(+,158295bp)	HG00146#1#JBHIKO010000002.1:89298365-89498764(+,199456bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 1161716 bp)
HG00232_hap1_hprc_r2_v1.0.1	ok	29	82852437	17597614	2.2	81892836	75970513	4372132	897564	11	3	3	0	False		0	chain_both_flanks	HG00232#1#CM089991.1	224127268-224424832	HG00232#1#CM089991.1:223969024-224127268(+,158152bp)	HG00232#1#CM089991.1:224424832-224624730(+,199546bp)	
HG00290_hap1_hprc_r2_v1.0.1	ok	42	87730509	18947158	26.1	86578508	69321118	15435962	958152	11	1	4	0	True	HG00290#1#JBHIKK010000022.1	1	chain_both_flanks	HG00290#1#CM089978.1	230207135-230565287	HG00290#1#CM089978.1:230048873-230207135(+,158162bp)	HG00290#1#CM089978.1:230565287-230764909(+,199587bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 193849 bp)
HG00320_hap1_hprc_r2_v1.0.1	ok	41	89851043	21129701	32.5	73851121	78988464	8515137	735214	20	4	6	0	True	HG00320#1#JBHIKI010000018.1,HG00320#1#JBHIKI010000019.1	2	chain_both_flanks	HG00320#1#CM089948.1	232291741-232426955	HG00320#1#CM089948.1:232134971-232291741(+,156687bp)	HG00320#1#CM089948.1:232426955-232626911(+,199516bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3228547 bp)
HG00321_hap1_hprc_r2_v1.0.1	ok	37	91638386	19741891	0.4	90788438	77214859	11711544	849948	14	2	3	0	False		0	chain_both_flanks	HG00321#1#CM089536.1	228555011-228804959	HG00321#1#CM089536.1:228396694-228555011(+,158217bp)	HG00321#1#CM089536.1:228804959-229005131(+,199469bp)	
HG01786_hap1_hprc_r2_v1.0.1	ok	49	87469519	20081981	34.3	83344803	79149719	5888547	819025	19	1	6	0	True	HG01786#1#JBHIIW010000039.1,HG01786#1#JBHIIW010000085.1	2	chain_both_flanks	HG01786#1#JBHIIW010000005.1	92552880-92771905	HG01786#1#JBHIIW010000005.1:92394585-92552880(+,158213bp)	HG01786#1#JBHIIW010000005.1:92771905-92971842(+,199512bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 556133 bp)
HG02178_hap1_hprc_r2_v1.0.1	ok	24	81413971	18856949	2.6	64785457	68493537	10453635	854571	12	1	0	0	False		0	chain_both_flanks	HG02178#1#JBHIKG010000011.1	84739064-84993635	HG02178#1#JBHIKG010000011.1:84580748-84739064(+,158204bp)	HG02178#1#JBHIKG010000011.1:84993635-85193263(+,199582bp)	
HG02583_hap1_hprc_r2_v1.0.1	ok	32	102348279	22790225	3.1	85741934	98096991	1811051	828009	16	3	5	0	False		0	chain_both_flanks	HG02583#1#JBHIIU010000004.1	89089216-89317225	HG02583#1#JBHIIU010000004.1:88930940-89089216(+,158174bp)	HG02583#1#JBHIIU010000004.1:89317225-89517424(+,199445bp)	
HG03270_hap1_hprc_r2_v1.0.1	ok	42	99812980	24162728	29.5	73904807	93390155	4356827	856841	22	3	8	0	True	HG03270#1#JBHIKC010000025.1	1	chain_both_flanks	HG03270#1#JBHIKC010000041.1	228548877-228805718	HG03270#1#JBHIKC010000041.1:228390576-228548877(+,158214bp)	HG03270#1#JBHIKC010000041.1:228805718-229005830(+,199503bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 5416607 bp)
HG03583_hap1_hprc_r2_v1.0.1	ok	41	100326692	23852110	19.5	84174553	96342578	1573274	798621	27	1	10	0	True	HG03583#1#JBHIKA010000020.1,HG03583#1#JBHIKA010000041.1,HG03583#1#JBHIKA010000078.1	3	chain_both_flanks	HG03583#1#JBHIKA010000062.1	86702573-86901194	HG03583#1#JBHIKA010000062.1:86544246-86702573(+,158258bp)	HG03583#1#JBHIKA010000062.1:86901194-87101428(+,199449bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 1638433 bp)
HG03874_hap1_hprc_r2_v1.0.1	ok	35	84498320	20285756	3.6	81238323	72554684	9546238	785170	12	1	2	0	False		0	chain_both_flanks	HG03874#1#CM089427.1	227231305-227416475	HG03874#1#CM089427.1:227073099-227231305(+,158127bp)	HG03874#1#CM089427.1:227416475-227616112(+,199592bp)	
NA18505_hap1_hprc_r2_v1.0.1	ok	35	73848071	16912824	2.5	72859736	66062639	5335052	838162	12	3	2	0	False		0	chain_flanks_split_contigs			NA18505#1#JBHIJY010000001.1:228970096-229126444(+,156279bp)	NA18505#1#JBHIJY010000050.1:53334-253449(+,199505bp)	5S lift partial: chain_flanks_split_contigs
NA18508_hap1_hprc_r2_v1.0.1	ok	34	87920768	21065981	35.4	69344450	83918619	1933565	859416	19	0	5	0	True	NA18508#1#JBHIJG010000058.1	1	chain_both_flanks	NA18508#1#JBHIJG010000041.1	227366110-227625526	NA18508#1#JBHIJG010000041.1:227207848-227366110(+,158163bp)	NA18508#1#JBHIJG010000041.1:227625526-227825759(+,199450bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 237991 bp)
NA18608_hap1_hprc_r2_v1.0.1	ok	31	81375679	19197807	2.6	80456801	73493433	5097597	769372	13	1	4	1	False		0	chain_both_flanks	NA18608#1#JBHIJW010000003.1	225797684-225967056	NA18608#1#JBHIJW010000003.1:225639410-225797684(+,158207bp)	NA18608#1#JBHIJW010000003.1:225967056-226166699(+,199580bp)	
NA18620_hap1_hprc_r2_v1.0.1	ok	50	100643387	24655556	6.7	60150890	88057423	9672747	805426	24	7	5	1	False		0	chain_both_flanks	NA18620#1#JBHIJU010000010.1	89545072-89750498	NA18620#1#JBHIJU010000010.1:89386773-89545072(+,158202bp)	NA18620#1#JBHIJU010000010.1:89750498-89950835(+,199497bp)	
NA18952_hap1_hprc_r2_v1.0.1	ok	47	90505295	21108307	35.2	74229975	82055212	5687830	746976	21	3	7	1	True	NA18952#1#JBHIJS010000035.1,NA18952#1#JBHIJS010000095.1	2	chain_both_flanks	NA18952#1#JBHIJS010000013.1	85394432-85541408	NA18952#1#JBHIJS010000013.1:85236135-85394432(+,158207bp)	NA18952#1#JBHIJS010000013.1:85541408-85741127(+,199369bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 1096551 bp)
NA18974_hap1_hprc_r2_v1.0.1	ok	55	87192861	19889046	31.4	85015375	74225571	10146483	805530	22	4	5	1	True	NA18974#1#JBHIJQ010000040.1	1	chain_both_flanks	NA18974#1#JBHIJQ010000062.1	95190339-95395869	NA18974#1#JBHIJQ010000062.1:95032009-95190339(+,158204bp)	NA18974#1#JBHIJQ010000062.1:95395869-95595799(+,199512bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 243460 bp)
NA18976_hap1_hprc_r2_v1.0.1	ok	35	77082053	17828816	1.9	64050731	72472903	2229642	767280	14	0	3	1	False		0	chain_both_flanks	NA18976#1#JBHIJO010000021.1	94518279-94685559	NA18976#1#JBHIJO010000021.1:94359958-94518279(+,158219bp)	NA18976#1#JBHIJO010000021.1:94685559-94885666(+,199561bp)	
NA19036_hap1_hprc_r2_v1.0.1	ok	47	84977267	19522954	18.3	66929995	73923993	8653531	787515	16	6	6	0	True	NA19036#1#JBHIJM010000016.1,NA19036#1#JBHIJM010000031.1	2	chain_both_flanks	NA19036#1#CM089722.1	230455638-230643153	NA19036#1#CM089722.1:230297306-230455638(+,158242bp)	NA19036#1#CM089722.1:230643153-230842941(+,199412bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 3535732 bp)
NA19443_hap1_hprc_r2_v1.0.1	ok	41	90622462	19545112	36.9	88798596	80973196	6925088	708901	16	1	6	0	True	NA19443#1#JBHIIQ010000093.1	1	chain_both_flanks	NA19443#1#CM089444.1	229648237-229757138	NA19443#1#CM089444.1:229489952-229648237(+,158191bp)	NA19443#1#CM089444.1:229757138-229957674(+,199486bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 1468077 bp)
NA19700_hap1_hprc_r2_v1.0.1	ok	36	89753531	19512015	1.9	84335509	79807924	7411892	921508	14	0	4	0	False		0	chain_both_flanks	NA19700#1#CM089617.1	225309237-225630745	NA19700#1#CM089617.1:225150918-225309237(+,158215bp)	NA19700#1#CM089617.1:225630745-225830414(+,199571bp)	
NA20870_hap1_hprc_r2_v1.0.1	ok	38	90425268	21005756	24.4	70756320	74252522	13352412	818691	13	0	1	0	True	NA20870#1#JBHIJK010000074.1	1	chain_both_flanks	NA20870#1#JBHIJK010000042.1	98797276-99015967	NA20870#1#JBHIJK010000042.1:98638924-98797276(+,158336bp)	NA20870#1#JBHIJK010000042.1:99015967-99215676(+,199608bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 89821 bp)
NA21093_hap1_hprc_r2_v1.0.1	ok	36	89366784	20763978	25.0	69807367	79328430	7029863	993214	17	4	3	0	True	NA21093#1#JBHIJC010000066.1,NA21093#1#JBHIJC010000076.1,NA21093#1#JBHIJC010000083.1	3	chain_both_flanks	NA21093#1#CM089596.1	227180314-227573528	NA21093#1#CM089596.1:227021986-227180314(+,158227bp)	NA21093#1#CM089596.1:227573528-227773130(+,199571bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 7388186 bp)
NA21106_hap1_hprc_r2_v1.0.1	ok	29	78813468	18931841	37.9	63493870	69630112	7085719	888456	13	2	1	0	True	NA21106#1#JBHIJA010000025.1,NA21106#1#JBHIJA010000049.1	2	chain_both_flanks	NA21106#1#CM089553.1	230027088-230315544	NA21106#1#CM089553.1:229868737-230027088(+,158245bp)	NA21106#1#CM089553.1:230315544-230515203(+,199561bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2304852 bp)
NA21110_hap1_hprc_r2_v1.0.1	ok	30	74269273	17017268	0.5	73428229	68723621	3092381	841044	12	1	5	0	False		0	chain_both_flanks	NA21110#1#CM089663.1	238433561-238674605	NA21110#1#CM089663.1:238275219-238433561(+,158309bp)	NA21110#1#CM089663.1:238674605-238874975(+,199468bp)	
HG02392_hap1_hprc_r2_v1.0.1	ok	40	96832553	22502026	30.3	83340038	80418676	13633718	764882	15	1	3	2	True	HG02392#1#JBHIKE010000035.1	1	chain_both_flanks	HG02392#1#CM099879.1	225297660-225462542	HG02392#1#CM099879.1:225139337-225297660(+,158243bp)	HG02392#1#CM099879.1:225462542-225662896(+,199445bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2351553 bp)
HG02514_pat_hprc_r2_v1.0.1	ok	28	80223257	20158957	29.9	67351099	71986693	5411332	809955	9	3	3	0	True	HG02514#1#JBJKOI010000076.1	1	chain_both_flanks	HG02514#1#CM098728.1	222597131-222807086	HG02514#1#CM098728.1:222438815-222597131(+,158212bp)	HG02514#1#CM098728.1:222807086-223006742(+,199560bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 4653983 bp)
HG02841_pat_hprc_r2_v1.0.1	ok	43	84592751	18426981	2.1	82458920	72701792	9097350	742147	19	2	5	0	False		0	chain_both_flanks	HG02841#1#CM098698.1	234107105-234249252	HG02841#1#CM098698.1:233950331-234107105(+,156659bp)	HG02841#1#CM098698.1:234249252-234449403(+,199464bp)	
HG02984_pat_hprc_r2_v1.0.1	ok	38	83717391	18684530	22.7	68889989	75830512	5771730	906013	21	2	3	0	True	HG02984#1#JBJKOM010000069.1	1	chain_both_flanks	HG02984#1#CM098787.1	226232378-226538391	HG02984#1#CM098787.1:226074094-226232378(+,158193bp)	HG02984#1#CM098787.1:226538391-226738454(+,199363bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 202852 bp)
HG03050_pat_hprc_r2_v1.0.1	ok	53	80512670	19887777	46.3	74865090	69138709	8089428	706853	13	1	3	1	True	HG03050#1#JBJKOK010000067.1,HG03050#1#JBJKOK010000081.1,HG03050#1#JBJKOK010000089.1	3	chain_both_flanks	HG03050#1#CM098759.1	225387919-225494772	HG03050#1#CM098759.1:225229713-225387919(+,158134bp)	HG03050#1#CM098759.1:225494772-225695517(+,199440bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (14 screened, 4814630 bp)
NA20799_hap1_hprc_r2_v1.0.1	ok	57	104596709	24571889	54.0	79561651	92553547	9656903	774031	20	2	8	1	True	NA20799#1#JBJKOE010000036.1,NA20799#1#JBJKOE010000090.1	2	chain_both_flanks	NA20799#1#CM098684.1	233355067-233529098	NA20799#1#CM098684.1:233196753-233355067(+,158298bp)	NA20799#1#CM098684.1:233529098-233728764(+,199573bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 1997870 bp)
HG01109_pat_hprc_r2_v1.0.1	ok	66	95976043	25865137	34.0	53008543	89813474	3369748	777544	40	0	4	0	True	HG01109#1#JAHEPA020000095.1,HG01109#1#JAHEPA020000102.1	2	chain_both_flanks	HG01109#1#JAHEPA020000055.1	81071622-81249166	HG01109#1#JAHEPA020000055.1:80914941-81071622(+,156632bp)	HG01109#1#JAHEPA020000055.1:81249166-81449329(+,199372bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (17 screened, 8791709 bp)
HG02055_pat_hprc_r2_v1.0.1	ok	55	101355446	23027256	22.5	69814385	89097058	9565798	760805	25	1	4	1	True	HG02055#1#JAHEPK020000048.1,HG02055#1#JAHEPK020000079.1	2	chain_both_flanks	HG02055#1#CM092205.1	233675671-233836476	HG02055#1#CM092205.1:233517362-233675671(+,158248bp)	HG02055#1#CM092205.1:233836476-234036921(+,199513bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 3046640 bp)
HG02080_pat_hprc_r2_v1.0.1	ok	52	94181166	22197532	27.9	80890325	85050414	6697432	821092	18	4	7	0	True	HG02080#1#JAHEOW020000072.1,HG02080#1#JAHEOW020000087.1	2	chain_both_flanks	HG02080#1#JAHEOW020000044.1	89404706-89625798	HG02080#1#JAHEOW020000044.1:89246350-89404706(+,158245bp)	HG02080#1#JAHEOW020000044.1:89625798-89825435(+,199582bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 320401 bp)
HG02109_pat_hprc_r2_v1.0.1	ok	50	83900185	18627730	21.9	82108439	65554223	15824898	908845	12	0	3	0	True	HG02109#1#JAHEPG020000032.1,HG02109#1#JAHEPG020000090.1,HG02109#1#JAHEPG020000107.1	3	chain_both_flanks	HG02109#1#JAHEPG020000008.1	86134420-86443265	HG02109#1#JAHEPG020000008.1:85976164-86134420(+,158162bp)	HG02109#1#JAHEPG020000008.1:86443265-86643485(+,199458bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 369918 bp)
HG02723_pat_hprc_r2_v1.0.1	ok	36	87514963	19478256	3.8	73545997	80329126	4672072	901539	16	1	4	0	False		0	chain_both_flanks	HG02723#1#JAHEOU020000005.1	93869455-94170994	HG02723#1#JAHEOU020000005.1:93711196-93869455(+,158181bp)	HG02723#1#JAHEOU020000005.1:94170994-94371089(+,199504bp)	
HG02818_pat_hprc_r2_v1.0.1	ok	34	85393782	20411662	22.6	66673697	74505226	8343224	933105	10	4	0	0	True	HG02818#1#JAHEOS020000070.1	1	chain_both_flanks	HG02818#1#CM091997.1	226439737-226772842	HG02818#1#CM091997.1:226281545-226439737(+,158122bp)	HG02818#1#CM091997.1:226772842-226972910(+,199561bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 3782394 bp)
HG03098_pat_hprc_r2_v1.0.1	ok	40	74401692	18510994	24.0	73290389	63592183	8006979	787253	12	0	6	0	True	HG03098#1#JAHEPM020000037.1,HG03098#1#JAHEPM020000098.1	2	chain_both_flanks	HG03098#1#JAHEPM020000059.1	60055077-60242330	HG03098#1#JAHEPM020000059.1:59896776-60055077(+,158236bp)	HG03098#1#JAHEPM020000059.1:60242330-60442907(+,199509bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (13 screened, 8612916 bp)
HG03486_pat_hprc_r2_v1.0.1	ok	46	97940584	26074726	6.6	72285898	86059064	9336415	932878	16	1	5	0	False		0	chain_both_flanks	HG03486#1#CM091970.1	230662918-230995796	HG03486#1#CM091970.1:230504660-230662918(+,158180bp)	HG03486#1#CM091970.1:230995796-231196010(+,199431bp)	
NA18906_pat_hprc_r2_v1.0.1	ok	60	85753156	23073644	30.2	58952491	74592181	8732094	816653	21	5	5	0	True	NA18906#1#JAHEOO020000027.1,NA18906#1#JAHEOO020000045.1,NA18906#1#JAHEOO020000051.1	3	chain_both_flanks	NA18906#1#CM091932.1	228348203-228564856	NA18906#1#CM091932.1:228189924-228348203(+,158193bp)	NA18906#1#CM091932.1:228564856-228765059(+,199455bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (13 screened, 9080506 bp)
NA20129_pat_hprc_r2_v1.0.1	ok	23	80278837	18293927	35.8	79078492	76993522	811779	861308	11	3	2	1	True	NA20129#1#JAHEPE020000041.1	1	chain_both_flanks	NA20129#1#CM092130.1	225449358-225710666	NA20129#1#CM092130.1:225291060-225449358(+,158203bp)	NA20129#1#CM092130.1:225710666-225911404(+,199425bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 2939429 bp)
NA21309_pat_hprc_r2_v1.0.1	ok	34	89461735	19507633	4.5	67659706	84253513	3218379	780675	15	3	3	0	False		0	chain_both_flanks	NA21309#1#CM092106.1	222909141-223089816	NA21309#1#CM092106.1:222750893-222909141(+,158157bp)	NA21309#1#CM092106.1:223089816-223289485(+,199559bp)	
HG00733_pat_hprc_r2_v1.0.1	ok	45	90436961	20201139	29.0	84595426	83316877	4756051	751805	23	1	10	0	True	HG00733#1#JAHEPQ020000086.1	1	chain_both_flanks	HG00733#1#JAHEPQ020000006.1	95613472-95765277	HG00733#1#JAHEPQ020000006.1:95455130-95613472(+,158207bp)	HG00733#1#JAHEPQ020000006.1:95765277-95964923(+,199574bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 702414 bp)
HG01243_pat_hprc_r2_v1.0.1	ok	43	93319446	21776028	18.8	92298427	81658203	8736434	965379	16	1	10	0	True	HG01243#1#JAHEOY020000042.1	1	chain_both_flanks	HG01243#1#CM099601.1	228418824-228784203	HG01243#1#CM099601.1:228260551-228418824(+,158178bp)	HG01243#1#CM099601.1:228784203-228983893(+,199556bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2490533 bp)
NA19240_pat_hprc_r2_v1.0.1	ok	35	93623860	21952403	23.8	79893326	83146566	7927706	937360	15	3	5	0	True	NA19240#1#JAHEOM020000027.1	1	chain_both_flanks	NA19240#1#CM099576.1	231296520-231633880	NA19240#1#CM099576.1:231138189-231296520(+,158244bp)	NA19240#1#CM099576.1:231633880-231833934(+,199347bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2371540 bp)
